bq_idx,hit,mrr,ndcg,recall_tier2,top1_score,lambda0_any
151,1.0,0.48333333333333334,0.6340717604616593,0.0909090909090909,0.8634444254571769,False
152,1.0,1.0,0.6133124642638239,0.06060606060606061,0.8409525177891121,False
153,1.0,0.5333333333333333,0.524613877925169,0.07575757575757576,0.8064965960003457,False
154,1.0,0.7777777777777777,0.516845895780342,0.050505050505050504,0.8371785578212361,False
155,0.6666666666666666,0.17777777777777778,0.2669574567624664,0.3333333333333333,0.804009842781164,False
156,1.0,0.7777777777777777,0.28833430035374186,0.013888888888888888,0.8101605193654379,False
157,0.3333333333333333,0.037037037037037035,0.032938653109005706,0.0,0.8248700015020191,False
158,1.0,1.0,0.32825951151166505,0.0,0.833204506340564,False
159,1.0,0.4444444444444444,0.19278238038897208,0.0,0.8484055725181053,False
160,1.0,0.611111111111111,0.36396216375687973,0.09722222222222221,0.8128833333941184,False
161,0.0,0.0,0.3801745819198828,0.22666666666666666,0.8123367408601818,False
162,0.6666666666666666,0.3888888888888889,0.5603805953137971,0.22666666666666668,0.8607674945583836,False
163,0.6666666666666666,0.19444444444444442,0.5264894265444823,0.21333333333333335,0.858990615492318,False
164,1.0,0.7222222222222223,0.6455846849314216,0.24,0.8275772505250952,False
165,1.0,1.0,0.6361185244844839,0.16,0.8254969992500985,False
166,1.0,1.0,0.4697162696207833,0.006617038875103391,0.8179348994631512,False
167,1.0,0.8333333333333334,0.632606068267843,0.01075268817204301,0.8419481012356783,False
168,1.0,0.75,0.2659642331986758,0.0,0.8746604012867266,False
169,1.0,0.4444444444444445,0.3063621777794999,0.005789909015715467,0.8105742992589101,False
170,0.6666666666666666,0.6666666666666666,0.23410062018762082,0.0008271298593879239,0.838821032734872,False
171,0.0,0.0,0.0,0.0,0.826652850347991,False
172,0.6666666666666666,0.20833333333333334,0.113813114479808,0.0,0.8700057161844087,False
173,1.0,0.8333333333333334,0.3163947677075783,0.0,0.8411587858164191,False
174,0.6666666666666666,0.21428571428571427,0.11596196932893416,0.0,0.8126367464812502,False
175,0.6666666666666666,0.3333333333333333,0.2079958698003808,0.1111111111111111,0.8482252570699419,False
176,1.0,0.8333333333333334,0.48765557530914033,0.11594202898550725,0.8321825370863071,False
177,1.0,0.3055555555555555,0.31860700018309157,0.13043478260869565,0.8450639047292464,False
178,1.0,1.0,0.5209124205189787,0.13043478260869565,0.8517233012198289,False
179,1.0,0.2976190476190476,0.2831942590008958,0.07246376811594203,0.8134270813751745,False
180,1.0,0.5277777777777778,0.34124149526942044,0.08695652173913043,0.8369990250990541,False
181,0.6666666666666666,0.13888888888888887,0.08427933343998613,0.0,0.849740785731277,False
182,1.0,0.6969696969696969,0.27292384546291454,0.007575757575757576,0.8710608755734626,False
183,0.6666666666666666,0.16666666666666666,0.14401887956226142,0.015151515151515152,0.8576083621857687,False
184,0.6666666666666666,0.4444444444444444,0.19148471504847128,0.007575757575757576,0.8425602432698867,False
185,1.0,0.5833333333333334,0.24506869313613866,0.007575757575757576,0.825590219100096,False
186,1.0,1.0,0.6387878864795979,0.0,0.8685583554298185,False
187,1.0,1.0,1.0,0.0,0.8511560805558375,False
188,1.0,0.7083333333333334,0.3445646884127509,0.06944444444444443,0.8467129945222799,False
189,0.6666666666666666,0.15,0.1915895073627473,0.06944444444444443,0.8356726827268185,False
190,1.0,0.4277777777777778,0.22436896883679278,0.027777777777777776,0.8849479242972444,False
191,0.6666666666666666,0.5,0.3218079311136979,0.06944444444444443,0.8275772017450373,False
192,0.6666666666666666,0.6666666666666666,0.31540612377653776,0.06944444444444443,0.8076919867949184,False
193,1.0,0.3194444444444444,0.5059206201982186,0.3333333333333333,0.8311182652205859,False
194,1.0,0.8333333333333334,0.4377013754783121,0.2222222222222222,0.803215043353345,False
195,0.6666666666666666,0.6666666666666666,0.4433712911485271,0.2777777777777778,0.825857241034318,False
196,1.0,0.7777777777777778,0.6155983077267257,0.4166666666666667,0.8577875389554114,False
197,1.0,1.0,0.32825951151166505,0.0,0.808828282804615,False
198,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.0,0.8189835946990337,False
199,1.0,0.8333333333333334,0.502423844205275,0.16666666666666666,0.8696175661926412,False
200,0.3333333333333333,0.3333333333333333,0.25985914673379185,0.25,0.8504235145632485,False
201,0.6666666666666666,0.3888888888888889,0.2289850540469275,0.0,0.8823212590023283,False
202,1.0,1.0,0.6095361864112895,0.25,0.8641057801154082,False
203,0.6666666666666666,0.4444444444444444,0.27989525170574114,0.08333333333333333,0.8163440601435908,False
204,1.0,1.0,0.32825951151166505,0.0,0.8355413936826247,False
205,1.0,0.611111111111111,0.32083034931073384,0.025641025641025644,0.8442490836371827,False
206,1.0,0.75,0.31871898817802524,0.012820512820512822,0.8585756727967393,False
207,1.0,0.5476190476190476,0.24744935070122662,0.012820512820512822,0.811979252263696,False
208,1.0,0.5555555555555555,0.3042750285134553,0.019230769230769232,0.8308484794985548,False
209,1.0,0.611111111111111,0.46803531884259897,0.04365079365079364,0.8104246096848887,False
210,1.0,0.6666666666666666,0.5998549254437379,0.05555555555555555,0.821376897717768,False
211,1.0,1.0,0.6774716837250757,0.06349206349206349,0.8294353103096994,False
212,1.0,0.5416666666666666,0.6623044206053161,0.07142857142857142,0.8145726628840229,False
213,1.0,1.0,0.7614885017252363,0.07936507936507936,0.8406423332656768,False
214,0.6666666666666666,0.19444444444444442,0.1176491905565623,0.0196078431372549,0.8263141676221974,False
215,1.0,0.5833333333333334,0.26455675934230927,0.0392156862745098,0.8361561468346451,False
216,1.0,0.21428571428571427,0.17477334707257097,0.0392156862745098,0.7822131510737318,False
217,0.6666666666666666,0.4444444444444444,0.17891446318318682,0.0196078431372549,0.8343914263472065,False
218,1.0,1.0,0.32825951151166505,0.0,0.8835924717284755,False
219,1.0,1.0,1.0,0.0,0.7951526640734885,False
220,0.6666666666666666,0.6666666666666666,0.506791688954579,0.0,0.8192061960371015,False
221,0.3333333333333333,0.3333333333333333,0.10941983717055502,0.0,0.776455502849929,False
222,1.0,0.75,0.2871289187869636,0.018518518518518517,0.868801102673887,False
223,1.0,1.0,0.3605435511798869,0.037037037037037035,0.8677315208196884,False
224,1.0,1.0,0.32825951151166505,0.0,0.8534156257483403,False
225,0.6666666666666666,0.3703703703703704,0.16059512980798657,0.018518518518518517,0.8384217516281739,False
226,1.0,1.0,0.3808223169194238,0.037037037037037035,0.8454693805436735,False
227,1.0,0.7083333333333334,0.3815711434455613,0.2222222222222222,0.8304766560934457,False
228,1.0,1.0,0.469424480494874,0.14814814814814814,0.8315602283829544,False
229,1.0,0.8333333333333334,0.39700177940885223,0.1111111111111111,0.853508252479308,False
230,0.6666666666666666,0.5,0.3077485289451755,0.1111111111111111,0.7923342338713169,False
231,0.0,0.0,0.05807183529809895,0.16666666666666666,0.7984169302838661,False
232,1.0,0.7777777777777778,0.42210559017758836,0.0,0.8632835079592341,False
233,1.0,1.0,0.5065267082131061,0.0,0.8368287534984802,False
234,1.0,0.38095238095238093,0.3396632876984031,0.0,0.8354905156727884,False
235,1.0,0.8333333333333334,0.5602020189200669,0.0,0.820354239131758,False
236,1.0,0.6666666666666666,0.4816161513605359,0.0,0.8591508232755233,False
237,1.0,1.0,0.38062652754129855,0.0,0.8253454940789426,False
238,1.0,0.4166666666666667,0.21474137508056537,0.0,0.8577149864622887,False
239,1.0,1.0,0.39972319453052413,0.041666666666666664,0.8610501243366743,False
240,1.0,0.7083333333333334,0.2937757852315976,0.0,0.7875843937990147,False
241,1.0,1.0,1.0,0.0,0.8597499828125827,False
242,1.0,0.38888888888888884,0.20529303572098742,0.0,0.8488727437229739,False
243,1.0,1.0,0.38062652754129855,0.0,0.8288299202681774,False
244,1.0,0.8333333333333334,0.33380055210232945,0.0,0.8638344539735687,False
245,1.0,1.0,0.38062652754129855,0.0,0.7996685985417015,False
246,1.0,0.8333333333333334,0.33380055210232945,0.0,0.8618688229474794,False
247,1.0,0.4861111111111111,0.9039401458656885,0.006645230439442658,0.8303443190345862,False
248,0.6666666666666666,0.11666666666666665,0.32729972550100717,0.002357984994640943,0.7291309884621299,False
249,1.0,0.7083333333333334,0.32430153667775596,0.0006430868167202572,0.8354849546639782,False
250,1.0,1.0,0.6124313653200747,0.0030010718113612,0.8499451306025553,False
251,1.0,0.6666666666666666,0.715470772376154,0.005144694533762058,0.7829351320126753,False
252,0.3333333333333333,0.16666666666666666,0.3516083194824819,0.040880503144654086,0.8522892039272376,False
253,0.3333333333333333,0.05555555555555555,0.41151638705677557,0.05031446540880503,0.7998482079273349,False
254,0.6666666666666666,0.3333333333333333,0.13807246180369456,0.0,0.8312988803665479,False
255,1.0,0.4166666666666667,0.4756214594159924,0.0440251572327044,0.8580822271942089,False
256,1.0,0.7333333333333334,0.5501464157489284,0.04716981132075471,0.855745607391902,False
257,0.3333333333333333,0.06666666666666667,0.13734751146695653,0.06666666666666667,0.8475538515611247,False
258,1.0,1.0,0.46461208786803637,0.0,0.8184233062339198,False
259,0.6666666666666666,0.39999999999999997,0.39680789699496266,0.26666666666666666,0.834584621340802,False
260,1.0,0.3333333333333333,0.23230604393401819,0.0,0.8552024778632518,False
261,1.0,0.2698412698412698,0.3026790010646869,0.26666666666666666,0.8831069238502351,False
262,0.6666666666666666,0.2222222222222222,0.1894842155052536,0.08333333333333333,0.840368077490318,False
263,1.0,1.0,0.5065267082131061,0.0,0.8331071008144996,False
264,1.0,0.7083333333333334,0.45085513922468023,0.16666666666666666,0.8310632975669624,False
265,1.0,0.611111111111111,0.35979094450330523,0.0,0.8170894173834232,False
266,1.0,0.611111111111111,0.39614914104754967,0.08333333333333333,0.8122352261942761,False
267,1.0,0.5,0.38187996161106547,0.12280701754385964,0.8683633610266553,False
268,0.6666666666666666,0.39999999999999997,0.49490437076178795,0.2807017543859649,0.8855190786615957,False
269,1.0,0.6666666666666666,0.6851742186268349,0.3157894736842105,0.8515484649342286,False
270,1.0,0.48148148148148145,0.5439762917973999,0.22807017543859645,0.8604394787130039,False
271,1.0,0.7333333333333334,0.6793008989831848,0.2982456140350877,0.8798404004725366,False
272,1.0,0.5333333333333333,0.5861906290443165,0.10493827160493825,0.8731307339654354,False
273,1.0,0.7333333333333334,0.41740287626380823,0.043209876543209874,0.816971353704024,False
274,0.6666666666666666,0.6666666666666666,0.2518610212968902,0.012345679012345678,0.8451833077142575,False
275,0.6666666666666666,0.4166666666666667,0.5548503579614349,0.1111111111111111,0.8433449388798376,False
276,1.0,0.45,0.3592531857993926,0.05555555555555555,0.8354165063037143,False
277,1.0,1.0,0.39415116211702356,0.0588235294117647,0.8597237150337627,False
278,1.0,0.5666666666666667,0.3484419159479588,0.0588235294117647,0.8170274872253426,False
279,0.6666666666666666,0.09696969696969697,0.2239523716493608,0.0784313725490196,0.8140462765390345,False
280,1.0,0.5666666666666667,0.5640268235174832,0.2549019607843137,0.8746021970217633,False
281,0.6666666666666666,0.06060606060606061,0.061043783386043216,0.0,0.8141993319292075,False
282,1.0,1.0,0.42934099343794313,0.15151515151515152,0.8355049537136631,False
283,0.6666666666666666,0.3666666666666667,0.37098921395254153,0.2727272727272727,0.8048275306887983,False
284,1.0,0.4444444444444444,0.35029965887102676,0.1818181818181818,0.8698253907361325,False
285,1.0,0.7142857142857143,0.5279066900626898,0.3333333333333333,0.8263729331227108,False
286,1.0,0.8333333333333334,0.3827703269422999,0.12121212121212122,0.8254820923631095,False
287,1.0,0.8333333333333334,0.4824649366311735,0.14814814814814814,0.8001582937214553,False
288,1.0,0.3055555555555555,0.17050579628043272,0.0,0.8203110304186462,False
289,1.0,0.7777777777777777,0.3535129261270576,0.1111111111111111,0.8413380145266552,False
290,1.0,0.375,0.18968852413301332,0.0,0.7791764817446772,False
291,1.0,1.0,0.3607790370815594,0.0,0.8412907158543717,False
292,1.0,0.8333333333333334,0.5602020189200669,0.0,0.8060966935493384,False
293,1.0,1.0,0.7134105244463956,0.3333333333333333,0.8619614634388002,False
294,1.0,0.2976190476190476,0.21603527363440378,0.0,0.8282117185921326,False
295,0.6666666666666666,0.3666666666666667,0.1996383667842672,0.0,0.8645952914732099,False
296,0.6666666666666666,0.6666666666666666,0.30974139191202427,0.0,0.8249710073387497,False
297,1.0,0.45,0.26633754506503343,0.0,0.7937602765795572,False
298,0.6666666666666666,0.4444444444444444,0.23230604393401819,0.0,0.8335963882972927,False
299,1.0,0.75,0.2783083560552712,0.0,0.8620751595528983,False
300,0.6666666666666666,0.17777777777777778,0.10154314691712062,0.0,0.8171213651812238,False
301,0.6666666666666666,0.5,0.1867386991701903,0.0,0.865109701140232,False
302,0.6666666666666666,0.6666666666666666,0.2289966183537512,0.0,0.8448074326226219,False
303,0.6666666666666666,0.3636363636363636,0.14643680481074708,0.0,0.8236357524334902,False
304,1.0,1.0,0.32825951151166505,0.0,0.8337470634471821,False
305,0.6666666666666666,0.16666666666666666,0.21889139319857778,0.03968253968253968,0.85089687998081,False
306,1.0,1.0,0.32825951151166505,0.0,0.8521476188383027,False
307,0.6666666666666666,0.6666666666666666,0.23609873206657184,0.007936507936507936,0.8144088229354075,False
308,1.0,0.7777777777777777,0.27354959292638753,0.0,0.8034473900920746,False
309,0.3333333333333333,0.03333333333333333,0.2706763773253864,0.004083147735708983,0.8215750855490446,False
310,0.3333333333333333,0.027777777777777776,0.520102540261528,0.008166295471417966,0.8208755202787916,False
311,0.3333333333333333,0.047619047619047616,0.4262628247757249,0.0066815144766146995,0.8288924895863449,False
312,0.6666666666666666,0.08333333333333333,0.6295182838612304,0.008908685968819599,0.8512822110243565,False
313,0.0,0.0,0.2435580852035316,0.003711952487008166,0.8537756563893812,False
314,0.6666666666666666,0.3888888888888889,0.7707432326417929,0.023993144815766924,0.7781769090727884,False
315,1.0,0.10437710437710439,0.5614870248743115,0.016281062553556127,0.8226430910098023,False
316,0.0,0.0,0.10173101805880065,0.005141388174807198,0.8535101665763158,False
317,0.6666666666666666,0.09696969696969697,0.41002653465516853,0.010282776349614395,0.8927810128254215,False
318,0.6666666666666666,0.5,0.3142341381679611,0.00599828620394173,0.8121740166630329,False
319,1.0,0.5833333333333334,0.522402472318957,0.0,0.8266320900214404,False
320,0.6666666666666666,0.0925925925925926,0.16423319076662893,0.08333333333333333,0.817751256875332,False
321,0.3333333333333333,0.1111111111111111,0.13163810099062573,0.16666666666666666,0.8429806657968811,False
322,1.0,1.0,0.5065267082131061,0.0,0.8830848698394501,False
323,1.0,1.0,0.5315850337526907,0.005042016806722689,0.8675559026944925,False
324,0.3333333333333333,0.16666666666666666,0.4085436158116307,0.009523809523809523,0.8145668430487211,False
325,1.0,1.0,0.32825951151166505,0.0,0.8486306734698786,False
326,1.0,1.0,0.7964053956627968,0.012324929971988795,0.8475289921570283,False
327,1.0,1.0,0.48072791740491355,0.00392156862745098,0.8278189253515605,False
328,1.0,0.425925925925926,0.31619044709052535,0.11764705882352942,0.8326036096012835,False
329,1.0,0.4444444444444444,0.19278238038897208,0.0,0.8308590958890485,False
330,1.0,1.0,0.32825951151166505,0.0,0.8752402728075447,False
331,1.0,0.6666666666666666,0.26475135669971145,0.0196078431372549,0.7477833227416352,False
